Fe,Cr,Mo,T,NP_BCC_A2,NP_CHI_A12,NP_FCC_A1,NP_LAVES_PHASE,NP_LIQUID,NP_MU_PHASE,NP_MU_PHASE_I,NP_R_PHASE,NP_SIGMA,GM,HM,SM,CPM,converged,in_stainless_box
0.47731682563471944,0.4322649797790169,0.09041819458626366,1207.1271122770095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000009,-59558.98685391239,0.0,0.0,0.0,True,0
0.9872369466338639,0.0016710288885312076,0.011092024477604951,1228.2755488516166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59258.12168460202,0.0,0.0,0.0,True,1
0.7044897594720236,0.2553353476642868,0.04017489286368958,1160.683165586127,0.8713769261540788,0.022966934063537756,0.0,0.0,0.0,0.0,0.0,0.0,0.10565614036541224,-56043.755507547,0.0,0.0,0.0,True,1
0.06363636363636371,0.6209090909090909,0.31545454545454543,1500.0,0.9999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77436.78834471731,0.0,0.0,0.0,True,0
0.9170547672455209,0.00977793726769488,0.07316729548678418,728.1487375416478,0.7880245092766023,0.0,0.0,0.21197549072342745,0.0,0.0,0.0,0.0,0.0,-26757.87063755526,0.0,0.0,0.0,True,1
0.4895652884724874,0.326399497121288,0.18403521440622456,1225.3452493469808,0.0,0.0795251408306628,0.0,0.0,0.0,0.10511425128029009,0.0,0.0,0.8153606080646651,-61905.022063454315,0.0,0.0,0.0,True,0
0.5204962475488293,0.05083512323302456,0.42866862921814625,1414.0007785809937,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-77428.54839167862,0.0,0.0,0.0,True,0
0.5215680616847771,0.33868910366500826,0.1397428346502146,1142.0231972195534,0.0,0.4551902482645347,0.0,0.0,0.0,0.0,0.0,0.0,0.544809749139781,-55158.05327360428,0.0,0.0,0.0,True,0
0.9531724288339829,0.023439338947617308,0.023388232218399762,1147.2686947246193,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53887.67163739318,0.0,0.0,0.0,True,1
0.9694170246794912,0.004064102330641948,0.026518872989866875,1495.608835592224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81581.33480735474,0.0,0.0,0.0,True,1
0.308782156652256,0.43177063828689205,0.259447205060852,1465.9057177318732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-80554.17673068636,0.0,0.0,0.0,True,0
0.9018340827648189,0.019196638309221845,0.07896927892595931,1510.3679024524233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84265.82000151768,0.0,0.0,0.0,True,1
0.45898232241237014,0.36397298622643076,0.17704469136119913,1465.1179274433298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999994,-81840.91961012887,0.0,0.0,0.0,True,0
0.625176488458554,0.03669799782847423,0.33812551371297167,1080.8166784549883,0.0,0.0,0.0,0.9001244442935485,0.0,0.099875555705719,0.0,0.0,0.0,-51922.14720622122,0.0,0.0,0.0,True,0
0.2927272727272727,0.3918181818181818,0.31545454545454543,1300.0,0.009748911816488874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9902510881817074,-66841.12103366811,0.0,0.0,0.0,True,0
0.6867038909593391,0.2090271237205098,0.10426898532015104,1295.930841491972,0.46587381319567445,0.5341261868198418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67597.12472384342,0.0,0.0,0.0,True,1
0.7032673297525962,0.24685211180660083,0.049880558440802955,723.3920084664057,0.8571979258043109,0.0,0.0,0.14280207419673893,0.0,0.0,0.0,0.0,0.0,-25942.841626414374,0.0,0.0,0.0,True,1
0.2927272727272728,0.6209090909090909,0.08636363636363635,1100.0,0.43902419359130773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5609758064101636,-49376.35378748194,0.0,0.0,0.0,True,0
0.559897757300089,0.12033800915622628,0.3197642335436847,1112.751716511872,0.0,0.20659827129908598,0.0,0.1751155922534136,0.0,0.6182861365989433,0.0,0.0,0.0,-54221.28085447389,0.0,0.0,0.0,True,0
0.47054656784640003,0.32548797300293825,0.20396545915066164,1123.3836371694247,0.0,0.12436610994153217,0.0,0.0,0.0,0.2470641491726228,0.0,0.0,0.6285697409040336,-53953.2682597032,0.0,0.0,0.0,True,0
0.0673154546685375,0.3984344240231519,0.5342501213083106,1782.2740812991199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103045.57250518266,0.0,0.0,0.0,True,0
0.9594307369156458,0.019697300803201773,0.02087196228115235,1141.1724462229529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53319.154743876265,0.0,0.0,0.0,True,1
0.7199978921885988,0.2779765500561451,0.0020255577552561457,1969.8291803641328,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,-128437.19927081767,0.0,0.0,0.0,True,1
0.5776004729572256,0.3451608140814282,0.07723871296134623,992.4809520493704,0.0,0.459999413560819,0.0,0.0,0.0,0.0,0.0,0.0,0.5400005863902452,-43485.46483806372,0.0,0.0,0.0,True,0
0.9504902227106333,0.01880914894243061,0.030700628346936047,1744.1664088392452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104469.01972270987,0.0,0.0,0.0,True,1
0.9691364241909092,0.015412057901482666,0.015451517907608082,1233.7206945473372,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60229.72628940144,0.0,0.0,0.0,True,1
0.9855638126305422,0.005000592486883968,0.009435594882573844,1277.1459300470365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-63193.25468247905,0.0,0.0,0.0,True,1
0.6310181141141875,0.23583019084738543,0.13315169503842708,792.1634453047304,0.3555875291679308,0.0,0.0,0.3609195354257021,0.0,0.0,0.0,0.0,0.2834929354279565,-30795.949289131968,0.0,0.0,0.0,True,1
0.260090572525276,0.08649107765871121,0.6534183498160128,809.8411844705763,0.42077254844081174,0.0,0.0,0.0,0.0,0.5792274515536782,0.0,0.0,0.0,-32562.667463091035,0.0,0.0,0.0,True,0
0.4465447373436557,0.2696452004807034,0.2838100621756409,1626.994749338975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,-96679.68836963714,0.0,0.0,0.0,True,0
