Fe,Mn,Ni,T,NP_ALPHA_MN,NP_BCC_A2,NP_BETA_MN,NP_FCC_A1,NP_LIQUID,NP_MNNI,NP_MNNI2,GM,HM,SM,CPM,converged,in_stainless_box
0.6626987375592533,0.25894207672425607,0.07835918571649061,1152.8852831549736,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,-64067.21308051456,0.0,0.0,0.0,True,1
0.6207554169067238,0.18449255043765406,0.19475203265562224,1523.0939367881222,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,-98239.84795301556,0.0,0.0,0.0,True,1
0.6648022703032695,0.10339561150092755,0.2318021181958029,1555.3273848920664,0.0,0.0,0.0,0.9999999999999991,0.0,0.0,0.0,-99230.26261676036,0.0,0.0,0.0,True,1
0.36354644392540425,0.1327773105091686,0.5036762455654271,938.1887643183228,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-51810.873826200994,0.0,0.0,0.0,True,0
0.2688503869553739,0.34824730037417934,0.38290231267044683,1653.348302872356,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,-119484.86664921626,0.0,0.0,0.0,True,0
0.40011516721770435,0.4497654486989285,0.1501193840833672,1324.2887924795468,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-83764.21379110905,0.0,0.0,0.0,True,0
0.14132991755122667,0.8345293292832805,0.024140753165492836,1407.2457561808544,0.0,0.0,0.0,0.9999999999999997,0.0,0.0,0.0,-85734.9404416115,0.0,0.0,0.0,True,0
0.48325444321643296,0.40629070241301457,0.1104548543705525,709.717837659469,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-33244.69203952773,0.0,0.0,0.0,True,0
0.5390081668445309,0.33791372166878886,0.12307811148668027,974.8449930549061,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-52341.25397493509,0.0,0.0,0.0,True,0
0.9146963859507387,0.0723606397574508,0.012942974291810547,879.6942698697335,0.0,0.509643455842506,0.0,0.49035654415840574,0.0,0.0,0.0,-36949.70472557773,0.0,0.0,0.0,True,1
0.6235263183799178,0.2704675590502371,0.1060061225698451,956.2036903426149,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,-49481.18954153185,0.0,0.0,0.0,True,1
0.6470566828680464,0.34659725732430907,0.0063460598076445236,1049.5477162126624,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,-54127.57048224973,0.0,0.0,0.0,True,0
0.8229249503973242,0.07437404331557806,0.10270100628709782,1763.5467940832443,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,-114045.89301320178,0.0,0.0,0.0,True,1
0.6825414778516884,0.23774263765130513,0.07971588449700655,1247.0682176447822,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-71574.75167632967,0.0,0.0,0.0,True,1
0.955035909388904,0.00940479696963095,0.035559293641465074,884.0891555394788,0.0,0.9229930485390824,0.0,0.07700695146020341,0.0,0.0,0.0,-36242.181202944346,0.0,0.0,0.0,True,1
0.514834765592846,0.2906403762225973,0.19452485818455673,998.2838819139456,0.0,0.0,0.0,1.0000000000000007,0.0,0.0,0.0,-55310.80190653997,0.0,0.0,0.0,True,0
0.6380947652474458,0.20772326801895052,0.15418196673360376,1535.644893633656,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-98965.67384533389,0.0,0.0,0.0,True,1
