Fe,Cr,V,T,NP_BCC_A2,NP_FCC_A1,NP_LIQUID,NP_SIGMA,GM,HM,SM,CPM,converged
0.6333376255941444,0.3298586269984237,0.03680374740743185,744.4810415601884,1.0000000000002165,0.0,0.0,0.0,-28025.167138283046,0.0,0.0,0.0,True
0.4048318039252963,0.3646382792621131,0.2305299168125906,798.3596940779549,0.19168913212697164,0.0,0.0,0.8083108678727962,-36856.603834038695,0.0,0.0,0.0,True
0.879380846894243,0.04586938222859128,0.07474977087716572,872.3102085571916,1.0,0.0,0.0,0.0,-38085.14207780944,0.0,0.0,0.0,True
0.5477291942580435,0.09051436770187062,0.36175643804008595,1547.9511719012291,1.0,0.0,0.0,0.0,-98916.35702307205,0.0,0.0,0.0,True
0.4454545454545455,0.16272727272727272,0.3918181818181818,1500.0,1.0000000000000004,0.0,0.0,0.0,-94951.41039958714,0.0,0.0,0.0,True
0.32166993303396385,0.357316351423191,0.3210137155428452,853.0003291985174,0.37368672392090774,0.0,0.0,0.6263132760983842,-41955.462007306625,0.0,0.0,0.0,True
0.49503774146630314,0.17990779250048378,0.32505446603321314,1886.4488748050558,0.0,0.0,1.0,0.0,-130878.88825678687,0.0,0.0,0.0,True
0.11595988939106039,0.21996813166919557,0.664071978939744,1842.9936138576356,1.0000000000000002,0.0,0.0,0.0,-121454.93684543198,0.0,0.0,0.0,True
0.3024983029435813,0.41450305669330123,0.28299864036311745,1991.8943396959203,0.0,0.0,1.0,0.0,-137355.96871098038,0.0,0.0,0.0,True
0.9564794991695373,0.02621924806713302,0.017301252763329614,1177.0603423382759,1.0,0.0,0.0,0.0,-56773.616243431476,0.0,0.0,0.0,True
0.34945015685799174,0.42296082110015587,0.2275890220418524,1162.835084492347,0.9666442439297082,0.0,0.0,0.03335575607459994,-62417.99516478571,0.0,0.0,0.0,True
0.7391942193048404,0.2376764551380559,0.02312932555710363,784.8379678103923,0.7715002737568992,0.0,0.0,0.22849972627679807,-30216.50741640276,0.0,0.0,0.0,True
0.28582385165137786,0.67976871337302,0.03440743497560211,1419.890722544794,1.0000000000000004,0.0,0.0,0.0,-74255.13872818394,0.0,0.0,0.0,True
0.4530884538790947,0.1983747315103011,0.34853681461060426,1546.0137862463853,0.9999999999999999,0.0,0.0,0.0,-98487.95142374664,0.0,0.0,0.0,True
0.7000183231302697,0.22546634868269866,0.0745153281870317,929.0860542832833,0.5886029768026204,0.0,0.0,0.41139702320214383,-41714.86772553185,0.0,0.0,0.0,True
0.8474595502592754,0.0541998783073059,0.09834057143341869,1056.9413164991936,1.0000000000000002,0.0,0.0,0.0,-51632.5838505566,0.0,0.0,0.0,True
0.2708715471004088,0.6262562829196032,0.10287216997998799,797.0278318636418,0.6136191451800124,0.0,0.0,0.38638085483114143,-32239.937638828167,0.0,0.0,0.0,True
0.471493267045467,0.44829657553590113,0.08021015741863181,1734.9292967543201,0.9999999999999996,0.0,0.0,0.0,-107559.80920272434,0.0,0.0,0.0,True
0.5098554111136937,0.28488728307233063,0.20525730581397575,905.6156303604959,0.0,0.0,0.0,0.9999999999999997,-44075.56153420973,0.0,0.0,0.0,True
0.8274731912556336,0.15110865499702583,0.02141815374734057,817.0622190083343,1.0,0.0,0.0,0.0,-32444.447640968032,0.0,0.0,0.0,True
0.5262518639803998,0.4005614945820293,0.07318664143757093,1172.664051268677,0.07412143421834484,0.0,0.0,0.9258785657702749,-59197.00584528498,0.0,0.0,0.0,True
0.1350572305818999,0.35558891068576265,0.5093538587323375,837.7250640882501,0.9999999999999999,0.0,0.0,0.0,-41608.02922753249,0.0,0.0,0.0,True
0.46776725200281266,0.3437299888073996,0.1885027591897878,1309.4371697155452,0.9244822109130307,0.0,0.0,0.07551778908195951,-74122.17112129802,0.0,0.0,0.0,True
0.7639418763578323,0.2115915207347773,0.024466602907390438,1129.6601078579165,0.9999999999999997,0.0,0.0,0.0,-54459.49034412189,0.0,0.0,0.0,True
0.7601451930568892,0.010964635083481201,0.2288901718596296,1071.500189431431,0.7960273854099648,0.0,0.0,0.2039726145980658,-55994.71255969141,0.0,0.0,0.0,True
0.5912667653599506,0.17836994702203002,0.23036328761801944,1017.2019534551296,0.0,0.0,0.0,1.0,-53096.84294523581,0.0,0.0,0.0,True
0.5411560844812229,0.3694995461661727,0.08934436935260441,1721.8472129395964,1.0000000000000002,0.0,0.0,0.0,-107655.13496370865,0.0,0.0,0.0,True
0.42758977249017105,0.39031745074799234,0.1820927767618367,1925.3181645162258,0.0,0.0,1.0,0.0,-129933.94011799507,0.0,0.0,0.0,True
0.576146001244973,0.21886494911590076,0.20498904963912637,983.7221264225911,0.0,0.0,0.0,1.000000000000001,-49908.544744008424,0.0,0.0,0.0,True
0.6314668683053403,0.33896625296909055,0.029566878725569228,812.7380558379575,0.4126482357955044,0.0,0.0,0.587351764212369,-31868.904365700186,0.0,0.0,0.0,True
0.444573155589702,0.3741830097679856,0.18124383464231242,927.3499316701988,0.1304519860507866,0.0,0.0,0.8695480139560546,-44429.863246559165,0.0,0.0,0.0,True
0.4706201541018461,0.15260417612261076,0.3767756697755431,816.5255025161667,0.0,0.0,0.0,0.9999999999999992,-41777.41864197534,0.0,0.0,0.0,True
0.21036736890265084,0.7464866091625346,0.043146021934814524,1318.6470610669123,1.0000000000000002,0.0,0.0,0.0,-65419.25632929229,0.0,0.0,0.0,True
0.33207462776482044,0.44535666500561294,0.2225687072295667,1162.1747242258202,1.0,0.0,0.0,0.0,-62065.13567793932,0.0,0.0,0.0,True
0.7075147118521489,0.2431056502307112,0.04937963791714,1939.501700789181,0.0,0.0,1.0,0.0,-128647.00124332389,0.0,0.0,0.0,True
0.4293636021194422,0.12405635181437911,0.4465800460661787,1616.0300746092007,0.9999999999999996,0.0,0.0,0.0,-105766.35078209279,0.0,0.0,0.0,True
0.4267978951190698,0.18957468426229426,0.3836274206186359,1009.8495734904798,0.0,0.0,0.0,1.0000000000000009,-55101.37443532062,0.0,0.0,0.0,True
0.5741777993326496,0.18094609844125958,0.24487610222609085,873.0359196501047,0.0,0.0,0.0,1.0000000000000004,-43112.02586365084,0.0,0.0,0.0,True
0.41813583627105066,0.3980493725735992,0.18381479115535018,1071.2920341438964,0.3744489803339873,0.0,0.0,0.6255510196618554,-54716.20764440762,0.0,0.0,0.0,True
0.6163163942274321,0.2871631617536908,0.09652044401887722,1734.0326533574603,0.9999999999999999,0.0,0.0,0.0,-109746.57277080535,0.0,0.0,0.0,True
0.9563852268267149,0.017105518748150597,0.02650925442513447,735.6700738055382,1.0,0.0,0.0,0.0,-27877.610818231922,0.0,0.0,0.0,True
0.3394607991115003,0.24740713641683157,0.41313206447166817,1960.5279742260693,0.0,0.0,0.9999999999999999,0.0,-137802.20571369803,0.0,0.0,0.0,True
0.08996081563083991,0.1828936292313891,0.727145555137771,1965.257073675737,1.0,0.0,0.0,0.0,-131135.28430497725,0.0,0.0,0.0,True
0.6828249818068519,0.27636613576360747,0.040808882429540644,1382.459728216928,1.0000000000000004,0.0,0.0,0.0,-75725.82875411495,0.0,0.0,0.0,True
0.40091074702419965,0.35475544929252956,0.2443338036832708,1111.5007906445933,0.4592090972497029,0.0,0.0,0.5407909027510345,-59375.65023177535,0.0,0.0,0.0,True
