Fe,Cr,Ni,T,NP_BCC_A2,NP_FCC_A1,NP_LIQUID,NP_SIGMA,GM,HM,SM,CPM,converged
0.4061246690995219,0.4134623332465216,0.18041299765395652,1545.8057597589027,0.6458966273350012,0.3541033726666177,0.0,0.0,-91235.89658021017,0.0,0.0,0.0,True
0.4898249240744853,0.4028105232985585,0.10736455262695621,1023.8349474283302,0.0,0.21778002767321447,0.0,0.7822199723157833,-47292.74833070161,0.0,0.0,0.0,True
0.5431509937119806,0.2368052963599451,0.22004370992807434,906.6338829853638,0.0,0.8615026823377702,0.0,0.1384973176545565,-41586.347845535805,0.0,0.0,0.0,True
0.848061357651882,0.13408186487220308,0.017856777475914968,1351.6031463841591,0.0,0.9999999999999999,0.0,0.0,-71710.42909837798,0.0,0.0,0.0,True
0.6045533830335778,0.34357263599301846,0.05187398097340379,1087.4690598171867,0.0,0.3267888032072799,0.0,0.6732111967896627,-51200.7804313954,0.0,0.0,0.0,True
0.9874870547224648,0.01165947358929531,0.0008534716882398597,1134.1231237113107,0.9999999999999999,0.0,0.0,0.0,-52174.61854113831,0.0,0.0,0.0,True
0.9699928987107475,0.017343247460742086,0.012663853828510475,1356.3132406709765,0.0,1.0,0.0,0.0,-70434.70044845753,0.0,0.0,0.0,True
0.7916528876043354,0.16481457756482198,0.043532534830842594,1429.2085180656702,0.0,1.0,0.0,0.0,-79494.8052193583,0.0,0.0,0.0,True
0.5981818181818183,0.08636363636363635,0.31545454545454543,1700.0,0.0,1.0000000000000002,0.0,0.0,-110194.84790742374,0.0,0.0,0.0,True
0.9665587121578259,0.0042778761539076894,0.029163411688266402,887.3795633605092,1.0,0.0,0.0,0.0,-36059.16978665639,0.0,0.0,0.0,True
0.26232182932149295,0.07637650247112085,0.6613016682073862,1881.3976719424172,0.0,0.0,1.0,0.0,-128362.93869500014,0.0,0.0,0.0,True
0.7581521526363209,0.10652734984999017,0.13532049751368908,1845.211579749573,0.0,0.0,1.0000000000000002,0.0,-121440.46530965858,0.0,0.0,0.0,True
0.44717280684838345,0.23997532027414153,0.31285187287747507,1368.4268918737516,0.0,0.9999999999999997,0.0,0.0,-79671.93207300952,0.0,0.0,0.0,True
0.3294743392472295,0.622584416133744,0.047941244619026435,820.4161513645657,0.32042860431347614,0.0,0.0,0.6795713956917875,-30887.184592101752,0.0,0.0,0.0,True
0.38507440613748584,0.2334651643962993,0.3814604294662149,735.811907678893,0.10292300821389867,0.8970769917816632,0.0,0.0,-31727.107227160835,0.0,0.0,0.0,True
0.04090814859967906,0.4410288280022983,0.5180630233980227,1660.97160895946,0.0,0.9999999999999994,0.0,0.0,-99810.31011760065,0.0,0.0,0.0,True
0.7547854008513585,0.10826203665527546,0.1369525624933661,1115.267631397822,0.0,0.9999999999999997,0.0,0.0,-56248.18963031804,0.0,0.0,0.0,True
0.6938224464482879,0.2787245661899363,0.027452987361775778,962.0172063267098,0.6315495685612835,0.09056879869336944,0.0,0.2778816324986614,-41464.278324758125,0.0,0.0,0.0,True
0.6922864242990935,0.13499554173885403,0.17271803396205251,1395.2701566457733,0.0,1.0000000000000002,0.0,0.0,-80324.33412459645,0.0,0.0,0.0,True
0.46204271201280667,0.3174173913948657,0.22053989659232762,1102.769062086247,0.0,0.7770174531906964,0.0,0.22298254682201168,-55692.304070687744,0.0,0.0,0.0,True
0.6299350268377428,0.2480102426431359,0.12205473051912134,1604.0374402907792,0.35222461797863136,0.6477753820205218,0.0,0.0,-97437.17410167081,0.0,0.0,0.0,True
0.394000699788257,0.16949988472237887,0.4364994154893641,924.8055000970108,0.0,1.0,0.0,0.0,-45762.076261164846,0.0,0.0,0.0,True
0.5897481564898424,0.33244334144904636,0.0778085020611112,1999.3845212813933,0.0,0.0,1.0000000000000004,0.0,-135380.51664549697,0.0,0.0,0.0,True
